binomial_nomenclature,common_name,UTC,date,year,month,day,dayofyear,latitude,longitude,cloud_cover,temp_f,humidity,wind_direction_degrees,wind_speed_kmph,pressure_mb,dewpoint_f,head_index_f,percipitation_mm,visualbility_km,moon_phase,angler,angler_id,harvest_id
Lepomis cyanellus,Green Sunfish,2016-04-12 19:03:39 UTC,20160412,2016,04,12,103,32.70317608,-97.36718511,65,67,77,53,16,1019,54,62,0.2,9,0.356493019,devon3,176111,2924638
Lepomis cyanellus,Green Sunfish,2016-04-12 19:17:36 UTC,20160412,2016,04,12,103,32.70324471,-97.36720994,65,67,77,53,16,1019,54,62,0.2,9,0.35751847,devon3,176111,2924729
Lepomis cyanellus,Green Sunfish,2016-04-12 19:19:06 UTC,20160412,2016,04,12,103,32.7032115,-97.36707359,65,67,77,53,16,1019,54,62,0.2,9,0.357628751,devon3,176111,2924756
Lepomis cyanellus,Green Sunfish,2016-04-12 19:36:55 UTC,20160412,2016,04,12,103,32.70318044,-97.36721019,65,67,77,53,16,1019,54,62,0.2,9,0.358938901,devon3,176111,2924777
Lepomis cyanellus,Green Sunfish,2016-04-12 19:48:37 UTC,20160412,2016,04,12,103,32.70319106,-97.3671177,65,67,77,53,16,1019,54,62,0.2,9,0.359799515,devon3,176111,2924792
Lepomis cyanellus,Green Sunfish,2016-04-08 21:09:00 UTC,20160408,2016,04,08,99,30.22216,-97.40966,63,80,55,99,14,1019,48,67,0,10,0.031969026,fishesoftexas,10601,2982567
Lepomis cyanellus,Green Sunfish,2016-04-08 23:39:12 UTC,20160408,2016,04,08,99,30.229116,-97.519077,63,80,55,99,14,1019,48,67,0,10,0.036624186,fishesoftexas,10601,2983169
Lepomis cyanellus,Green Sunfish,2016-04-24 20:08:54 UTC,20160424,2016,04,24,115,30.34913833,-97.74226333,60,79,82,168,17,1012,62,69,1.4,8,0.937522484,nanofishology,90526,3024129
Lepomis cyanellus,Green Sunfish,2016-04-30 00:52:31 UTC,20160429,2016,04,30,121,32.76980333,-97.042825,70,76,77,178,22,1006,66,74,16.5,9,0.513850215,nativefishnic,16784,3059030
Lepomis cyanellus,Green Sunfish,2016-04-09 19:45:51 UTC,20160409,2016,04,09,100,35.147775,-89.9911,13,62,53,48,11,1024,33,51,0,10,0.084404409,reallifeecology,15723,3105553
Lepomis cyanellus,Green Sunfish,2016-04-09 20:05:10 UTC,20160409,2016,04,09,100,35.14777,-89.99107,13,62,53,48,11,1024,33,51,0,10,0.085309706,reallifeecology,15723,3105557
Lepomis cyanellus,Green Sunfish,2016-04-28 16:20:56 UTC,20160428,2016,04,28,119,28.6226,-96.87296,95,83,89,119,18,1009,72,81,0.4,7,0.653127878,fishesoftexas,10601,3105981
Lepomis cyanellus,Green Sunfish,2016-04-28 19:28:56 UTC,20160428,2016,04,28,119,28.49664,-96.84357,92,84,90,115,17,1008,74,83,0.6,8,0.640324238,fishesoftexas,10601,3111646
Lepomis cyanellus,Green Sunfish,2016-05-19 13:50:54 UTC,20160519,2016,05,19,140,39.87493889,-86.25331944,9,69,62,64,9,1022,44,59,0,10,0.951160673,sarahtruax,241806,3212256
Lepomis cyanellus,Green Sunfish,2016-05-19 17:23:16 UTC,20160519,2016,05,19,140,39.87492235,-86.25271956,9,69,62,64,9,1022,44,59,0,10,0.956914535,patricianatlopez,236298,3214564
Lepomis cyanellus,Green Sunfish,2016-05-21 14:52:57 UTC,20160521,2016,05,21,142,41.1920455,-81.58221348,100,57,91,56,17,1015,53,55,21.6,5,0.997747524,jniehaus,180094,3245706
Lepomis cyanellus,Green Sunfish,2016-05-24 22:46:47 UTC,20160524,2016,05,24,145,38.10446667,-98.49033333,90,79,91,129,23,1008,69,74,9.4,9,0.909332771,calhoun210,245246,3299007
Lepomis cyanellus,Green Sunfish,2016-06-18 18:25:32 UTC,20160618,2016,06,18,170,35.56556078,-86.50101014,25,89,74,104,8,1017,68,80,0,10,0.970371882,bluebird215,244191,3478073
Lepomis cyanellus,Green Sunfish,2016-06-19 15:00:00 UTC,20160619,2016,06,19,171,32.856924,-97.172956,29,88,68,161,9,1017,71,88,17.5,9,0.991323662,griff,108372,3484525
Lepomis cyanellus,Green Sunfish,2016-06-20 17:02:00 UTC,20160620,2016,06,20,172,37.625023,-89.199889,24,93,71,223,15,1021,71,88,0,10,0.997550518,eattaway92,151498,3492378
Lepomis cyanellus,Green Sunfish,2016-06-22 21:08:00 UTC,20160622,2016,06,22,174,37.68834,-89.40103972,15,96,68,210,17,1013,73,93,0,10,0.937615913,eattaway92,151498,3504983
Lepomis cyanellus,Green Sunfish,2011-07-13 14:40:00 UTC,20110713,2011,07,13,194,41.72930517,-84.93118286,20,76,68,349,16,1017,55,68,0,9,0.967926179,jokurtz,267179,3636127
Lepomis cyanellus,Green Sunfish,2016-07-20 23:56:00 UTC,20160720,2016,07,20,202,41.00124522,-81.97611809,0,87,64,121,6,1023,58,75,0,10,0.986753202,camelcreek,59817,3713905
Lepomis cyanellus,Green Sunfish,2016-06-23 23:43:11 UTC,20160623,2016,06,23,175,30.04037162,-97.34290191,47,94,75,165,14,1016,72,88,0,10,0.870336098,mako252,18812,3718423
Lepomis cyanellus,Green Sunfish,2016-08-03 15:19:12 UTC,20160803,2016,08,03,216,41.41110602,-81.88753512,2,89,61,34,9,1016,64,80,0,10,0.007043345,martycalabrese,169089,3797907
Lepomis cyanellus,Green Sunfish,2016-08-28 16:24:41 UTC,20160828,2016,08,28,241,32.85268085,-97.51116758,21,93,66,88,8,1016,69,84,2.2,9,0.14562762,marshallarnwine,315892,3982704
Lepomis cyanellus,Green Sunfish,2016-06-15 14:37:06 UTC,20160615,2016,06,15,167,31.52771,-94.53664,47,93,78,203,12,1013,74,88,0.3,9,0.792542619,fishesoftexas,10601,3988710
Lepomis cyanellus,Green Sunfish,2016-06-15 18:40:09 UTC,20160615,2016,06,15,167,31.69187,-94.43801,44,92,79,215,13,1013,74,89,0.1,10,0.805279825,fishesoftexas,10601,3989717
Lepomis cyanellus,Green Sunfish,2016-06-16 14:02:49 UTC,20160616,2016,06,16,168,31.13281,-94.81039,34,96,74,208,9,1014,73,90,0.1,9,0.86186518,fishesoftexas,10601,3996798
Lepomis cyanellus,Green Sunfish,2016-06-16 17:29:10 UTC,20160616,2016,06,16,168,31.06059,-94.83565,35,97,74,206,9,1014,74,90,0.1,8,0.87109423,fishesoftexas,10601,3997730
Lepomis cyanellus,Green Sunfish,2015-04-23 23:54:00 UTC,20150423,2015,04,23,113,34.82489658,-92.46969223,73,63,73,79,13,1017,46,55,1.4,10,0.308149496,mfria631,318214,4009861
Lepomis cyanellus,Green Sunfish,2016-08-31 18:08:00 UTC,20160831,2016,08,31,244,30.30622538,-97.8181994,12,90,67,46,7,1013,72,88,2,10,0.004207895,carlfabre,275266,4009943
Lepomis cyanellus,Green Sunfish,2016-08-05 18:10:08 UTC,20160805,2016,08,05,218,31.15346333,-94.87851167,8,100,63,212,8,1013,73,94,0,10,0.088712154,sarahroberts,38701,4013099
Lepomis cyanellus,Green Sunfish,2016-08-05 22:53:46 UTC,20160805,2016,08,05,218,31.14159833,-94.90166333,12,100,67,207,6,1013,74,94,0,10,0.10034128,sarahroberts,38701,4017350
Lepomis cyanellus,Green Sunfish,2016-08-05 20:34:41 UTC,20160805,2016,08,05,218,31.15715,-94.906655,12,100,67,207,6,1013,74,94,0,10,0.094565258,sarahroberts,38701,4018032
Lepomis cyanellus,Green Sunfish,2016-09-04 20:47:08 UTC,20160904,2016,09,04,248,36.1731987,-94.45349121,4,88,68,162,12,1016,58,73,0,10,0.115039393,chinquapin,300377,4038334
Lepomis cyanellus,Green Sunfish,2016-09-05 05:35:55 UTC,20160905,2016,09,05,249,37.94687167,-96.96938333,0,92,69,191,27,1012,69,84,0,10,0.138562725,chepnerks,285538,4038720
Lepomis cyanellus,Green Sunfish,2016-07-01 21:12:03 UTC,20160701,2016,07,01,183,44.86680943,-93.32587578,0,72,54,12,8,1020,47,66,0,10,0.090867983,gonodactylus,188597,4068294
Lepomis cyanellus,Green Sunfish,2016-09-09 22:19:21 UTC,20160909,2016,09,09,253,40.98066369,-81.30907115,60,83,73,276,7,1014,67,78,0.1,7,0.543867401,aterlacher,6157,4074960
Lepomis cyanellus,Green Sunfish,2016-09-19 16:13:39 UTC,20160919,2016,09,19,263,30.660575,-97.702407,0,98,64,191,9,1015,70,90,0,10,0.884425863,aaronramon,62176,4149171
Lepomis cyanellus,Green Sunfish,2011-10-30 22:43:00 UTC,20111030,2011,10,30,303,36.1517745,-97.0639613,4,66,52,202,16,1020,33,52,0,10,0.223524407,cullin,298425,4212833
Lepomis cyanellus,Green Sunfish,2016-09-27 17:07:00 UTC,20160927,2016,09,27,271,41.38137087,-81.48148656,19,70,54,221,17,1011,40,58,0,10,0.103411519,tortuga_rapido,10162,4230783
Lepomis cyanellus,Green Sunfish,2016-09-29 22:06:45 UTC,20160929,2016,09,29,273,32.68614524,-97.25665909,0,78,52,16,17,1023,50,70,0,10,0.01140546,pat_ry,266993,4233390
Lepomis cyanellus,Green Sunfish,2016-10-08 18:26:13 UTC,20161008,2016,10,08,282,28.58540281,-99.25140794,13,89,60,49,15,1021,60,77,0,10,0.460022473,bramirez,322745,4298759
Lepomis cyanellus,Green Sunfish,2016-10-09 17:09:00 UTC,20161009,2016,10,09,283,41.24224503,-81.92769885,8,59,63,346,13,1028,40,53,0,10,0.554110754,tortuga_rapido,10162,4309813
Lepomis cyanellus,Green Sunfish,2016-10-12 17:39:00 UTC,20161012,2016,10,12,286,32.83334822,-96.71638266,38,86,70,192,14,1016,65,77,0.3,9,0.841593663,tfandre,269263,4353014
Lepomis cyanellus,Green Sunfish,2016-10-12 17:36:00 UTC,20161012,2016,10,12,286,41.40299363,-81.88558817,16,77,64,188,21,1019,50,66,0,10,0.841422455,tortuga_rapido,10162,4376643
Lepomis cyanellus,Green Sunfish,2016-10-17 00:09:32 UTC,20161016,2016,10,17,291,30.6626117,-97.70653769,38,87,75,184,19,1014,66,79,0,10,0.988756937,aaronramon,62176,4380073
Lepomis cyanellus,Green Sunfish,2016-10-24 12:32:45 UTC,20161024,2016,10,24,298,44.74218926,-93.12901001,16,56,81,97,5,1028,39,47,0,7,0.323411563,jacobzabel,350213,4426026
Lepomis cyanellus,Green Sunfish,2016-10-28 08:05:00 UTC,20161028,2016,10,28,302,44.49569413,-89.65146303,83,63,88,179,21,1015,46,50,0.4,9,0.051884419,flabellare223,359145,4456221
Lepomis cyanellus,Green Sunfish,2016-10-18 18:37:15 UTC,20161018,2016,10,18,292,33.894642,-97.990054,15,87,72,238,13,1008,65,78,0,10,0.900741745,sarahroberts,38701,4469224
Lepomis cyanellus,Green Sunfish,2016-07-10 10:23:00 UTC,20160710,2016,07,10,192,43.41751765,-89.73607063,56,81,78,170,11,1016,62,71,0,8,0.35066912,flabellare223,359145,4478164
Lepomis cyanellus,Green Sunfish,2016-06-01 03:52:00 UTC,20160531,2016,06,01,153,42.73465698,-88.22622299,51,83,73,138,14,1015,59,72,3.2,10,0.214395207,flabellare223,359145,4480987
Lepomis cyanellus,Green Sunfish,2015-06-02 19:57:00 UTC,20150602,2015,06,02,153,44.89408387,-93.38614227,12,75,70,170,24,1017,53,64,0,10,0.998119782,gonodactylus,188597,4513526
Lepomis cyanellus,Green Sunfish,2016-11-06 23:04:00 UTC,20161106,2016,11,06,311,32.75479807,-96.86003929,96,67,71,101,7,1021,54,64,2.6,10,0.413764985,tadamcochran,13118,4541312
Lepomis cyanellus,Green Sunfish,2016-10-21 14:12:01 UTC,20161021,2016,10,21,295,33.86937,-98.83954,0,73,64,163,8,1025,45,60,0,10,0.63297907,fishesoftexas,10601,4832224
Lepomis cyanellus,Green Sunfish,2016-10-21 15:31:09 UTC,20161021,2016,10,21,295,34.08931,-98.76244,0,71,66,168,9,1025,45,60,0,10,0.627002633,fishesoftexas,10601,4832315
Lepomis cyanellus,Green Sunfish,2016-10-21 17:00:55 UTC,20161021,2016,10,21,295,34.06458,-98.55688,0,71,69,164,8,1025,46,60,0,10,0.620212543,fishesoftexas,10601,4832376
Lepomis cyanellus,Green Sunfish,2016-10-21 19:48:31 UTC,20161021,2016,10,21,295,33.80334,-97.455185,0,68,63,120,7,1025,43,56,0,10,0.607509937,fishesoftexas,10601,4832429
Lepomis cyanellus,Green Sunfish,2016-10-21 21:17:52 UTC,20161021,2016,10,21,295,33.79948,-97.31268,0,68,63,120,7,1025,43,56,0,10,0.600727373,fishesoftexas,10601,4899852
Lepomis cyanellus,Green Sunfish,2016-10-22 00:52:25 UTC,20161021,2016,10,22,296,33.809831,-97.007636,0,72,63,123,7,1025,42,57,0,9,0.584421052,fishesoftexas,10601,4903344
Lepomis cyanellus,Green Sunfish,2016-10-20 19:41:09 UTC,20161020,2016,10,20,294,33.89465,-97.54938,28,73,74,7,21,1022,54,69,29.6,8,0.71534169,fishesoftexas,10601,4903408
Lepomis cyanellus,Green Sunfish,2016-10-20 21:01:10 UTC,20161020,2016,10,20,294,33.9234,-97.74435,28,73,74,7,21,1022,54,69,29.6,8,0.709538784,fishesoftexas,10601,4903818
Lepomis cyanellus,Green Sunfish,2016-10-20 22:40:03 UTC,20161020,2016,10,20,294,33.89072,-97.76358,28,73,74,7,21,1022,54,69,29.6,8,0.702333562,fishesoftexas,10601,4903868
Lepomis cyanellus,Green Sunfish,2008-10-30 20:40:46 UTC,20081030,2008,10,30,304,30.279249,-97.735384,17,79,71,171,12,1026,53,65,0,9,0.035724362,jbrennan,148339,4928427
Lepomis cyanellus,Green Sunfish,2016-10-22 18:34:00 UTC,20161022,2016,10,22,296,30.18872778,-97.72094722,0,79,47,152,7,1022,45,64,0,10,0.503916491,salamandersquad,173577,5135155
Lepomis cyanellus,Green Sunfish,2017-03-01 18:14:53 UTC,20170301,2017,03,01,60,30.63897833,-97.58470833,38,66,63,124,22,1018,48,62,0,10,0.122258967,marillionjade24,143755,5208452
Lepomis cyanellus,Green Sunfish,2017-03-08 17:13:00 UTC,20170308,2017,03,08,67,32.10959589,-104.4719446,0,78,32,121,8,1021,27,59,0,10,0.834828523,oddfitz,115786,5275305
Lepomis cyanellus,Green Sunfish,2017-03-25 19:37:00 UTC,20170325,2017,03,25,84,32.87241833,-97.275715,2,73,54,300,17,1014,46,64,0,10,0.066876193,daniel112,284401,5459191
Lepomis cyanellus,Green Sunfish,2013-06-28 15:29:00 UTC,20130628,2013,06,28,179,42.49185955,-88.1817816,33,74,81,303,14,1005,62,71,2.4,10,0.663887846,psweet,216168,5482820
Lepomis cyanellus,Green Sunfish,2017-04-02 14:51:01 UTC,20170402,2017,04,02,92,30.80458333,-92.29105333,100,76,84,129,14,1011,65,70,8.2,8,0.370649665,robjamax,11383,5543637
Lepomis cyanellus,Green Sunfish,2017-04-11 13:33:44 UTC,20170411,2017,04,11,101,35.06233216,-85.13967508,75,76,59,208,6,1023,51,66,1.8,10,0.997847309,grayange,437172,5647980
Lepomis cyanellus,Green Sunfish,2017-04-11 13:24:18 UTC,20170411,2017,04,11,101,35.06121242,-85.14000518,75,76,59,208,6,1023,51,66,1.8,10,0.997887346,robertsmith,447708,5649419
Lepomis cyanellus,Green Sunfish,2017-04-11 17:24:46 UTC,20170411,2017,04,11,101,35.06192174,-85.13971908,75,76,59,208,6,1023,51,66,1.8,10,0.996611709,reallifeecology,15723,5652589
Lepomis cyanellus,Green Sunfish,2017-04-11 18:33:29 UTC,20170411,2017,04,11,101,35.061995,-85.13950031,75,76,59,208,6,1023,51,66,1.8,10,0.996150012,reallifeecology,15723,5652915
Lepomis cyanellus,Green Sunfish,2017-04-15 14:30:43 UTC,20170415,2017,04,15,105,29.89340957,-97.93054129,96,83,81,159,17,1017,64,73,1.1,9,0.833743926,sullymarko,452647,5719205
Lepomis cyanellus,Green Sunfish,2017-04-15 22:10:48 UTC,20170415,2017,04,15,105,32.31097412,-97.08563995,50,79,78,180,18,1016,62,70,0.5,10,0.810810129,athena4405,451655,5736070
Lepomis cyanellus,Green Sunfish,2017-04-17 19:56:00 UTC,20170417,2017,04,17,107,30.58151762,-97.88277197,74,74,82,151,10,1016,64,70,3.7,8,0.65307367,joshualively,260982,5790325
Lepomis cyanellus,Green Sunfish,2017-04-17 17:33:36 UTC,20170417,2017,04,17,107,30.054797,-98.241194,89,74,86,139,12,1016,64,71,2.6,6,0.661999289,mjcasarez,11481,5803957
Lepomis cyanellus,Green Sunfish,2017-04-17 20:23:10 UTC,20170417,2017,04,17,107,30.119452,-98.088207,88,74,86,144,12,1016,64,70,3.5,7,0.651363182,mjcasarez,11481,5804584
Lepomis cyanellus,Green Sunfish,2017-04-16 22:09:06 UTC,20170416,2017,04,16,106,32.77002167,-97.03683333,87,79,73,187,17,1016,64,73,9.8,9,0.732201606,nativefishnic,16784,5808192
Lepomis cyanellus,Green Sunfish,2017-04-15 15:16:56 UTC,20170415,2017,04,15,105,32.841055,-97.47785333,75,77,72,180,20,1016,61,71,0.4,10,0.831492879,nativefishnic,16784,5812861
Lepomis cyanellus,Green Sunfish,2017-04-20 23:10:49 UTC,20170420,2017,04,20,110,30.16669099,-97.7471951,63,81,75,180,13,1014,66,75,0,10,0.348537659,benjamin35,452347,5887600
Lepomis cyanellus,Green Sunfish,2017-04-21 22:07:03 UTC,20170421,2017,04,21,111,32.7541762,-97.10047981,88,81,70,185,20,1010,64,76,1.4,10,0.256310748,gloria3611,441390,5895857
Lepomis cyanellus,Green Sunfish,2017-04-21 18:57:00 UTC,20170421,2017,04,21,111,32.73903709,-97.36413628,63,83,68,186,23,1009,64,77,1.6,10,0.26873047,oddfitz,115786,5899343
Lepomis cyanellus,Green Sunfish,2017-04-21 19:02:29 UTC,20170421,2017,04,21,111,32.75426333,-97.100625,88,81,70,185,20,1010,64,76,1.4,10,0.268370367,alejandra_romero,441388,5899568
Lepomis cyanellus,Green Sunfish,2017-04-22 17:25:06 UTC,20170422,2017,04,22,112,40.667347,-81.345136,75,52,59,23,12,1019,35,49,0.1,9,0.184016349,gavinnupp,245356,5908113
Lepomis cyanellus,Green Sunfish,2017-04-22 21:00:00 UTC,20170422,2017,04,22,112,30.13370143,-97.78971605,88,65,69,121,19,1014,54,65,1.3,7,0.171389607,jeffmci9,435598,5916011
Lepomis cyanellus,Green Sunfish,2017-04-24 23:39:33 UTC,20170424,2017,04,24,114,30.62674458,-97.69976143,17,79,55,174,10,1013,48,67,0,10,0.034016087,aaronramon,62176,5956209
Lepomis cyanellus,Green Sunfish,2017-04-27 17:02:00 UTC,20170427,2017,04,27,117,32.63416558,-96.97125435,38,79,67,169,14,1005,54,66,0.7,10,0.023969391,oddfitz,115786,5988171
Lepomis cyanellus,Green Sunfish,2017-04-27 02:28:00 UTC,20170426,2017,04,27,117,44.5384888,-89.56355095,100,61,89,229,14,996,51,56,19.5,9,0.007290328,flabellare223,359145,5991149
Lepomis cyanellus,Green Sunfish,2017-04-29 14:14:07 UTC,20170429,2017,04,29,119,38.11768421,-83.53899904,22,81,69,214,9,1016,63,77,48.4,7,0.139068196,jaydraines,90997,6006371
Lepomis cyanellus,Green Sunfish,2017-05-01 16:13:08 UTC,20170501,2017,05,01,121,30.95235253,-97.52538297,0,77,51,210,10,1015,45,64,0,10,0.34371828,aaronramon,62176,6040209
Lepomis cyanellus,Green Sunfish,2017-05-06 20:49:22 UTC,20170506,2017,05,06,126,32.85972,-96.85124167,0,83,50,208,8,1015,48,70,0,10,0.852167138,cmoret,388818,6115121
Lepomis cyanellus,Green Sunfish,2017-05-13 21:35:16 UTC,20170513,2017,05,13,133,41.13897514,-81.78043353,22,65,66,333,9,1011,44,57,1.2,8,0.91982654,sagamoreoh,7474,6198059
Lepomis cyanellus,Green Sunfish,2017-05-15 17:25:31 UTC,20170515,2017,05,15,135,30.62094687,-97.70273801,51,88,61,167,16,1012,61,77,0,10,0.803782955,aaronramon,62176,6238461
Lepomis cyanellus,Green Sunfish,2017-04-23 13:00:33 UTC,20170423,2017,04,23,113,28.043229,-97.867073,38,76,49,355,17,1019,47,68,0.3,9,0.118860085,fishesoftexas,10601,6250574
Lepomis cyanellus,Green Sunfish,2017-05-18 19:45:00 UTC,20170518,2017,05,18,138,30.52633352,-97.8227663,76,86,77,168,22,1008,70,82,3.6,7,0.5233155,nicholas_pickleous,466061,6302422
Lepomis cyanellus,Green Sunfish,2017-05-24 17:55:00 UTC,20170524,2017,05,24,144,31.13060548,-99.35005188,0,81,51,301,10,1013,46,67,0,10,0.019401307,sarahroberts,38701,6356677
Lepomis cyanellus,Green Sunfish,2017-05-27 18:30:00 UTC,20170527,2017,05,27,147,32.58973833,-97.09735667,63,88,72,190,23,1009,72,85,0.4,10,0.059400169,daniel112,284401,6389337
Lepomis cyanellus,Green Sunfish,2017-04-13 00:46:00 UTC,20170412,2017,04,13,103,29.49589589,-98.70542854,100,76,78,93,13,1020,61,69,2.4,7,0.968889689,nicholas_pickleous,466061,6410968
Lepomis cyanellus,Green Sunfish,2017-05-28 21:07:00 UTC,20170528,2017,05,28,148,30.42390778,-97.6454514,67,86,77,150,10,1012,71,80,21.7,8,0.137036668,jeffmci9,435598,6412940
Lepomis cyanellus,Green Sunfish,2017-05-24 19:38:50 UTC,20170524,2017,05,24,144,31.01647,-99.196485,0,81,51,301,10,1013,46,67,0,10,0.017138163,fishesoftexas,10601,6435294
Lepomis cyanellus,Green Sunfish,2015-05-16 17:12:00 UTC,20150516,2015,05,16,136,36.09265667,-87.14376333,70,81,92,176,11,1019,69,75,12.5,9,0.028713341,quiggifur,505122,6563567
Lepomis cyanellus,Green Sunfish,2015-05-24 17:02:00 UTC,20150524,2015,05,24,144,35.36540833,-87.50893667,29,86,63,158,16,1021,60,76,0.7,10,0.406321935,quiggifur,505122,6563580
Lepomis cyanellus,Green Sunfish,2016-06-01 22:57:00 UTC,20160601,2016,06,01,153,36.09793804,-87.13571191,45,91,68,216,7,1013,67,82,0.2,10,0.142051583,quiggifur,505122,6565574
Lepomis cyanellus,Green Sunfish,2017-05-27 22:21:00 UTC,20170527,2017,05,27,147,33.68235833,-86.62707388,43,83,74,233,10,1015,66,76,0.3,9,0.068878804,pmk00001,204678,6573323
Lepomis cyanellus,Green Sunfish,2017-05-27 20:33:00 UTC,20170527,2017,05,27,147,33.70035029,-86.70307159,43,83,74,233,10,1015,66,76,0.3,9,0.064366936,pmk00001,204678,6573326
Lepomis cyanellus,Green Sunfish,2017-06-10 15:32:14 UTC,20170610,2017,06,10,161,35.05295563,-88.70556641,4,83,66,202,7,1016,60,74,0,10,0.987768743,quiggifur,505122,6575133
Lepomis cyanellus,Green Sunfish,2017-06-10 15:35:48 UTC,20170610,2017,06,10,161,35.05312729,-88.70535278,4,83,66,202,7,1016,60,74,0,10,0.987720388,quiggifur,505122,6575136
Lepomis cyanellus,Green Sunfish,2017-06-10 15:37:52 UTC,20170610,2017,06,10,161,35.05322647,-88.70545959,4,83,66,202,7,1016,60,74,0,10,0.987692319,quiggifur,505122,6575138
Lepomis cyanellus,Green Sunfish,2017-06-10 16:05:26 UTC,20170610,2017,06,10,161,35.04925156,-88.70741272,4,83,66,202,7,1016,60,74,0,10,0.987314419,quiggifur,505122,6583908
Lepomis cyanellus,Green Sunfish,2017-06-10 18:06:00 UTC,20170610,2017,06,10,161,35.03902,-88.80904019,4,83,66,202,7,1016,60,74,0,10,0.985585174,quiggifur,505122,6587300
Lepomis cyanellus,Green Sunfish,2017-06-06 15:50:00 UTC,20170606,2017,06,06,157,41.47842309,-81.82184815,79,61,74,332,20,1011,52,60,3.2,10,0.924450352,tortuga_rapido,10162,6589689
Lepomis cyanellus,Green Sunfish,2017-06-10 22:39:42 UTC,20170610,2017,06,10,161,30.70798418,-97.89110083,15,87,64,157,15,1012,65,81,3.9,9,0.98119914,aaronramon,62176,6603761
Lepomis cyanellus,Green Sunfish,2015-08-04 21:50:00 UTC,20150804,2015,08,04,216,34.37885249,-94.23617363,38,100,52,148,5,1013,62,88,0,10,0.740896975,pagophila,393377,6675390
Lepomis cyanellus,Green Sunfish,2017-06-18 13:22:09 UTC,20170618,2017,06,18,169,33.23374939,-85.66059113,55,79,88,217,6,1013,72,77,5.6,8,0.38546806,quiggifur,505122,6714100
Lepomis cyanellus,Green Sunfish,2017-06-20 18:20:00 UTC,20170620,2017,06,20,171,32.88385,-97.28053333,37,92,56,67,11,1015,66,85,0.2,9,0.162062675,walkingstick2,448026,6740353
Lepomis cyanellus,Green Sunfish,2017-06-21 16:46:00 UTC,20170621,2017,06,21,172,30.13480599,-97.79478715,0,97,58,26,12,1011,66,87,0,16,0.088251143,jeffmci9,435598,6748007
Lepomis cyanellus,Green Sunfish,2017-06-21 16:54:00 UTC,20170621,2017,06,21,172,30.1402702,-97.7810637,0,97,58,26,12,1011,66,87,0,16,0.08786856,jeffmci9,435598,6748024
Lepomis cyanellus,Green Sunfish,2017-06-21 16:58:00 UTC,20170621,2017,06,21,172,30.1402702,-97.7810637,0,97,58,26,12,1011,66,87,0,16,0.08767754,jeffmci9,435598,6748056
Lepomis cyanellus,Green Sunfish,2017-06-21 17:00:00 UTC,20170621,2017,06,21,172,30.1402702,-97.7810637,0,97,58,26,12,1011,66,87,0,16,0.087582098,jeffmci9,435598,6748093
Lepomis cyanellus,Green Sunfish,2017-06-22 14:40:00 UTC,20170622,2017,06,22,173,41.44759,-81.83709,22,88,63,233,17,1012,63,77,10,9,0.035829815,tortuga_rapido,10162,6756531
Lepomis cyanellus,Green Sunfish,2017-06-23 11:40:06 UTC,20170623,2017,06,23,174,35.33190537,-87.55558777,96,79,83,207,11,1011,70,77,10.1,9,0.007373034,quiggifur,505122,6764946
Lepomis cyanellus,Green Sunfish,2017-06-23 11:37:16 UTC,20170623,2017,06,23,174,35.33377457,-87.5497818,96,79,83,207,11,1011,70,77,10.1,9,0.007411324,quiggifur,505122,6764949
Lepomis cyanellus,Green Sunfish,2017-06-24 17:55:18 UTC,20170624,2017,06,24,175,35.40060034,-88.58181752,53,79,76,227,8,1015,67,77,0,7,0.007272063,quiggifur,505122,6782135
Lepomis cyanellus,Green Sunfish,2017-06-24 16:34:50 UTC,20170624,2017,06,24,175,35.36973572,-88.45217133,49,81,75,229,8,1016,66,77,0,7,0.006250681,quiggifur,505122,6782161
Lepomis cyanellus,Green Sunfish,2017-06-24 13:53:11 UTC,20170624,2017,06,24,175,35.30322647,-88.3567276,49,81,75,229,8,1016,66,77,0,7,0.004481581,quiggifur,505122,6782175
Lepomis cyanellus,Green Sunfish,2017-06-24 13:52:20 UTC,20170624,2017,06,24,175,35.30335354,-88.35691128,49,81,75,229,8,1016,66,77,0,7,0.004473281,quiggifur,505122,6782176
Lepomis cyanellus,Green Sunfish,2017-06-24 13:39:14 UTC,20170624,2017,06,24,175,35.30329514,-88.35704803,49,81,75,229,8,1016,66,77,0,7,0.004346689,quiggifur,505122,6782178
Lepomis cyanellus,Green Sunfish,2017-06-24 13:17:32 UTC,20170624,2017,06,24,175,35.29924011,-88.35665894,49,81,75,229,8,1016,66,77,0,7,0.004142488,quiggifur,505122,6782184
Lepomis cyanellus,Green Sunfish,2017-06-24 13:10:21 UTC,20170624,2017,06,24,175,35.29906082,-88.35688782,49,81,75,229,8,1016,66,77,0,7,0.004076403,quiggifur,505122,6782188
Lepomis cyanellus,Green Sunfish,2017-06-26 15:12:00 UTC,20170626,2017,06,26,177,41.48849,-81.93359,13,68,59,272,15,1017,50,65,9.6,9,0.092100028,tortuga_rapido,10162,6816886
Lepomis cyanellus,Green Sunfish,2017-06-13 17:14:03 UTC,20170613,2017,06,13,164,31.167535,-99.493384,18,90,60,166,19,1011,64,82,0,10,0.848146726,fishesoftexas,10601,6827302
