dayofyear,angler,harvest_size,month,cloud_cover,temp_f,humidity,wind_direction_degrees,wind_speed_kmph,pressure_mb,dewpoint_f,head_index_f,percipitation_mm,visualbility_km,moon_phase,angler_id,harvest_id
140,herpybones,1,05,44,83,81,151,18,1015,73,83,26.8,8,0.326060987,485910,6287110
140,jbroadhead,1,05,38,77,77,152,9,1018,68,76,12.4,8,0.331688704,228699,8583458
140,jmarchal,1,05,8,81,63,173,7,1020,59,74,0.6,8,0.328444083,81136,6287754
140,jordanskates,1,05,39,68,63,221,4,1022,44,58,0,10,0.946715395,632170,7958642
140,jyatestu,1,05,87,70,66,211,4,1019,47,59,0.2,10,0.960322106,142612,3410151
140,kevinemetcalf,2,05,2,86,65,201,5,1020,63,79,0.1,10,0.336197912,286459,6290998
140,liandrewstimpson,1,05,60,55,68,295,16,1008,36,47,0.5,9,0.080984073,101127,1518233
140,ligryan,1,05,60,55,68,295,16,1008,36,47,0.5,9,0.081438593,101110,1526069
140,limmurray,1,05,60,55,68,295,16,1008,36,47,0.5,9,0.081061549,101117,1526024
140,liometzger,1,05,60,55,68,295,16,1008,36,47,0.5,9,0.08096252,101115,1521787
140,madcap3693,1,05,43,63,60,215,8,1025,45,59,0.2,9,0.334824062,135019,6305351
140,mmayfield,1,05,3,74,49,208,10,1015,41,62,0,10,0.317215267,39341,6324641
140,nicholaslyndon,1,05,60,55,68,295,16,1008,36,47,0.5,9,0.069643415,100906,1523596
140,patricianatlopez,1,05,9,69,62,64,9,1022,44,59,0,10,0.956914535,236298,3214564
140,pmk00001,3,05,74.33333333,74,65,64.66666667,13.66666667,1023,55.33333333,70.33333333,0.8,10,0.337055332,204678,6506321
140,psweet,1,05,61,86,79,179,10,1016,71,82,1.6,9,0.950181583,216168,3518791
140,rcurtis,1,05,5,81,64,311,6,1018,49,64,0,10,0.492878617,4860,1875343
140,ryanandrews,1,05,32,88,79,210,16,1009,66,77,9.5,9,0.761165861,147487,2791159
140,sarahtruax,1,05,9,69,62,64,9,1022,44,59,0,10,0.951160673,241806,3212256
140,tallastro,1,05,18,86,73,173,6,1021,66,80,14.1,9,0.337917683,256327,6289307
141,alanzoo,1,05,34,70,62,112,7,1022,48,63,0,9,0.985996521,16271,3227724
141,brbellamy12,1,05,40,64,62,284,18,1017,40,53,0.1,10,0.165847089,13477,1523906
141,dtknox,2,05,65,75,59,98,9,1021,45,61,0,10,0.983859058,211326,3228833
141,fishmav,1,05,13,60,64,184,12,1014,34,46,0,10,0.847885597,14479,275028
141,jniehaus,6,05,65,75,59,98,9,1021,45,61,0,10,0.98555104,180094,3230079.167
141,jorbogmont,1,05,47,75,64,110,6,1023,49,63,0,9,0.98648647,77600,3231318
141,jyatestu,2,05,98,71,76,115,9,1022,51,60,3.2,8,0.989929068,142612,3410172
141,kelly47,2,05,87,66,75,60,10,1021,46,56,0,10,0.984793106,241061,3225146.5
141,lacey7,1,05,34,70,62,112,7,1022,48,63,0,9,0.985996521,242681,3227277
141,leahwhidden,2,05,65,75,59,98,9,1021,45,61,0,10,0.987259214,167566,3226562.5
141,mm763213,2,05,72,74,78,208,13,1016,64,71,27.7,9,0.210725968,533188,7296980.5
141,mmayfield,1,05,10,72,49,188,11,1017,43,63,0.2,10,0.220230226,39341,6324642
141,nv_multispeciesfishing,1,05,100,63,92,68,10,1021,56,59,5.9,6,0.983767206,535133,7095295
141,pmk00001,7,05,84.57142857,67.14285714,73.57142857,115.2857143,9.857142857,1024.285714,54.57142857,63,0.171428571,10,0.231954938,204678,6520175.143
141,reallifeecology,1,05,47,75,64,110,6,1023,49,63,0,9,0.980988612,15723,3262008
141,swampyanky,1,05,8,67,58,160,8,1026,41,57,0,8,0.215131326,442126,6801422
142,allenratzlaff,1,05,8,74,64,330,8,1022,42,62,0,10,0.22666586,28545,1528409
142,applegate27,3,05,65,75,59,98,9,1021,45,61,0,10,0.991494441,181442,3236534.333
142,benlabay,3,05,50,90,77,137,14,1017,67,79,0.3,7,0.362008646,10602,692904.3333
142,jeaniewilliams,1,05,72,50,73,247,19,1012,40,49,2.3,6,0.125605005,37314,6324900
142,jniehaus,4,05,100,57,91,56,17,1015,53,55,21.6,5,0.997519303,180094,3243657.25
142,jodihicks,3,05,88,60,91,58,15,1015,54,57,19,5,0.997557517,244536,3244585.333
142,koinpro,1,05,28,57,74,40,14,1022,49,57,0.3,9,0.046132091,284003,5178393
142,maryehunt,2,05,100,57,91,56,17,1015,53,55,21.6,5,0.997474603,241160,3243153
142,mfria631,1,05,59,74,76,128,6,1018,55,65,0.1,7,0.998295874,318214,4004334
142,mjcasarez,1,05,48,90,77,137,13,1018,67,79,0.2,7,0.364726035,11481,692852
142,p_young,1,05,81,74,81,227,15,1016,64,72,19.9,7,0.198963002,649264,8216450
142,quiggifur,3,05,65,76,78,311,10,1017,57,66,0.4,8,0.99786608,505122,6565245.667
142,thomasnguyen,4,05,88,60,91,58,15,1015,54,57,19,5,0.997695029,245141,3245067.75
143,billarbon,1,05,44,94,73,161,21,1013,67,81,0.1,10,0.950699263,542677,7499660
143,jeaniewilliams,1,05,64,58,75,227,8,1009,46,54,13.2,8,0.069585683,37314,6338961
143,kburke,1,05,33,77,63,306,13,1010,60,73,0,9,0.988748375,177513,3275712
143,mccbio1,1,05,12,86,77,298,8,1015,67,78,3.8,10,0.285893413,583231,8030572
143,rivermalisha,2,05,77,59,90,303,7,1017,44,51,5.9,8,0.326015971,105848,1551894.5
143,sarahroberts,2,05,41.5,70,77,238.5,9.5,1012,60,67.5,6.65,8.5,0.061723695,38701,6356758
143,timidlittleturtle,1,05,0,70,66,75,8,1018,48,62,0,10,0.993657766,381291,4790933
144,bradleyfishes,1,05,40,73,80,93,6,1016,52,59,1.5,8,0.171609383,641347,8082283
144,danjleavitt,1,05,38,66,57,274,14,1011,38,54,4.1,7,0.424737954,3288,1546077
144,ekmoody,2,05,20,90,61,317,12,1017,64,83,0,10,0.998279932,382741,4876531
144,fishesoftexas,6,05,0,81,51,301,10,1013,46,67,0,10,0.017138163,10601,6435356.167
144,jonahevans,1,05,56,82,80,206,23,1010,68,80,81.3,7,0.403278838,10553,1537375
144,kburke,1,05,53,77,88,206,17,1004,70,73,19,8,0.024209807,177513,6363457
144,mjcasarez,4,05,60,82,85,153,16,1015,68,76,1.1,8,0.173842419,11481,698025.25
144,nv_multispeciesfishing,1,05,28,76,54,328,6,1014,52,69,0,10,0.962204339,535133,7092981
144,quiggifur,6,05,26.66666667,85.66666667,63.66666667,156.6666667,16.33333333,1021.333333,60,76.33333333,0.566666667,10,0.402518822,505122,6563580.833
144,rivermalisha,1,05,77,59,90,303,7,1017,44,51,5.9,8,0.345344774,105848,1551892
144,sarahroberts,1,05,0,81,51,301,10,1013,46,67,0,10,0.019401307,38701,6356677
144,thebirdnuts,1,05,20,74,69,167,4,1008,52,66,0.5,9,0.016364992,481432,6352609
145,brentano,1,05,61,79,89,181,23,1010,71,80,36.4,9,0.483708983,25863,1542043
145,calhoun210,1,05,90,79,91,129,23,1008,69,74,9.4,9,0.909332771,245246,3299007
145,ekmoody,1,05,23,86,78,172,14,1017,68,80,5.1,10,0.94117053,382741,4888189
145,jeheiple,1,05,18,67,69,153,8,1005,47,59,0,7,0.001872245,593014,8526779
145,jokurtz,2,05,16,64,56,227,6,1029,31,51,0,10,0.996588596,267179,3636154
145,kevinfitzpatrick,1,05,55,89,73,144,8,1021,64,76,2.2,10,0.11351647,112034,1717367
145,musicwolf,1,05,9,86,73,148,13,1026,63,78,0,10,0.517513495,14571,1941081
145,pmk00001,6,01,14.66666667,72,67.5,257.1666667,14.33333333,1011.833333,54.5,66.33333333,0.266666667,9.166666667,0.082718839,204678,6471507.667
145,suechrostek,1,05,80,50,82,30,16,1004,43,49,0.2,9,0.00215392,467647,6362760
145,tobin3,1,05,10,85,66,311,6,1020,56,69,0,10,0.084647502,315803,7772519
146,amlambert11,2,05,57,77,73,232,9,1006,61,70,2,9,0.022905298,183583,7459149.5
146,benlabay,1,05,55,85,82,155,13,1015,69,79,0.9,8,0.052367414,10602,699431
146,catbriar,1,05,66,67,78,278,10,1009,54,61,3.3,7,0.009219913,514957,6751733
146,dwalc400,1,05,48,68,75,111,8,1008,54,64,10.7,7,0.016026909,492264,6376811
146,fishesoftexas,3,05,100,89,86,151,19,1015,76,86,0.9,7,0.841189333,10601,3856308.667
146,garrett20,1,05,38,87,85,175,25,1013,71,81,19.8,9,0.84945751,443406,5649984
146,koinpro,1,05,69,72,71,316,10,1008,51,62,0.4,10,0.020972162,284003,6407666
146,pmk00001,10,02,3.7,81.9,71.8,222.8,4.8,1016.2,57.8,69.6,0.11,9.7,0.019514919,204678,6807256.7
146,robert1971,1,05,33,77,70,223,11,1013,55,68,0,8,0.020078627,421960,7160848
146,treedogff,2,05,1,77,64,265,7,1014,50,66,0,8,0.012379533,474731,6431014.5
147,amlambert11,4,05,57,77,73,232,9,1006,61,70,2,9,0.024039147,183583,7459147.25
147,daniel112,1,05,63,88,72,190,23,1009,72,85,0.4,10,0.059400169,284401,6389337
147,hershbergers,1,05,47,76,79,85,10,1010,60,68,0.3,6,0.05304797,501801,6886453
147,ilouque,1,05,68,85,81,199,17,1014,71,81,0.5,8,0.055688105,31101,6383393
147,madcap3693,1,05,7,83,24,231,10,1014,24,62,0,10,0.012570416,135019,6162192
147,peggyo,1,05,1,71,52,297,8,1024,32,57,0,10,0.912959227,342604,4968360
147,pmk00001,11,05,32.81818182,83.36363636,73.27272727,231,9.272727273,1015.181818,65.09090909,76,0.190909091,8.818181818,0.056644653,204678,6573316.273
147,skittery-thump,2,05,61.5,70,79.5,89,5.5,1011,58,65,9.15,9,0.055700266,334116,6399287
148,fabnobili,1,05,12,81,74,108,5,1016,60,72,0.5,9,0.684059752,206393,3316280
148,jeffmci9,3,05,67,86,77,150,10,1012,71,80,21.7,8,0.136809984,435598,6412918.333
148,madcap3693,1,05,67,80,86,173,12,1016,66,73,5.5,6,0.155684818,135019,6164303
148,mazer,1,05,1,79,76,251,8,1013,54,69,0,10,0.680589838,78845,6233007
148,mikepatterson,1,05,100,55,88,281,13,1023,49,53,1.1,7,0.690304301,15366,3318933
148,skiman1016,2,05,12,74,72,224,8,1009,56,65,2.8,8,0.125084146,20405,6409777
148,tadamcochran,1,05,60,92,64,188,24,1009,71,89,0.6,9,0.079171599,13118,6877248
148,thebirdnuts,1,05,24,74,70,181,6,1012,53,64,0.6,9,0.136979974,481432,6411335
148,willyg1998,1,05,50,61,76,244,9,1006,49,58,9.2,9,0.146131202,459152,6432069
149,andyk,1,05,27,89,78,14,8,1011,68,80,0.5,8,0.007374122,30829,705503
149,brewbooks,1,05,30,54,88,275,9,1018,50,51,0.2,10,0.208663752,8641,9445106
149,chinquapin,3,05,0,79,70,298,7,1016,55,68,0,10,0.225842854,300377,6430760.333
149,christopher4,1,05,93,88,87,159,15,1011,72,83,1.2,7,0.598678505,14329,3324749
149,danimal,1,05,5,59,61,78,7,1020,42,56,5.1,10,0.235637398,259191,6423176
149,dwalc400,1,05,54,67,68,275,14,1009,49,62,1.6,10,0.21546178,492264,6418512
149,gonodactylus,1,05,73,61,63,291,20,1010,46,58,1.1,10,0.199849339,188597,6417059
149,jamesewelch,1,05,62,88,75,311,6,1017,65,79,1.1,10,0.594977206,157522,3324284
149,jeremymaikoetter,1,05,73,88,84,161,19,1014,74,86,1.7,10,0.849674236,69593,1579788
149,jokurtz,1,05,54,76,80,205,9,1014,56,64,0,8,0.108682771,267179,3636157
149,lyndah,1,05,40,74,69,279,9,1011,56,68,1.9,9,0.21363089,312885,6419284
149,nicholas_pickleous,3,05,66,77,79,87,8,1015,66,73,19.9,8,0.229445903,466061,6424708
149,psweet,1,05,67,76,85,97,8,1015,66,70,20.1,8,0.225966303,216168,6794684
149,stevezakur,1,05,5,80,75,128,12,1024,58,71,0,10,0.858188453,43522,1578375
150,dwalc400,1,05,80,59,71,288,15,1014,45,55,3,7,0.31096173,492264,6438734
150,jokurtz,2,05,44.5,80,81,171.5,11.5,1016,59,67.5,0,8,0.059759754,267179,3636144
150,mongroovington,1,05,68,77,70,171,4,1019,62,70,5,10,0.486805661,300181,3845073
150,montanaclan,1,05,28,58,53,258,8,1015,31,49,0,10,0.546943248,231584,3342166
150,pmk00001,4,05,62.5,81,85,259,18,1013,69,78,16,9,0.91793788,204678,5598898
150,psweet,1,05,42,79,80,96,5,1016,65,73,1.1,9,0.294823832,216168,6807409
150,quiggifur,2,05,29,84,82,179,12,1016,68,79,6.3,9,0.906763747,505122,6563588.5
151,adzebill,1,05,40,60,82,197,6,1021,41,51,0.1,10,0.944764326,57717,1566496
151,aheathco,1,05,51,74,80,280,14,1011,59,66,3,8,0.44549312,226624,3338918
151,aj_ryan22,1,05,36,65,73,237,12,1013,49,59,1.4,8,0.40680153,626150,8240337
151,ajdugan,1,05,36,65,73,237,12,1013,49,59,1.4,8,0.406453747,273595,6525372
151,andyk,1,05,6,86,60,142,9,1016,64,80,4.5,10,0.413905948,30829,6483982
151,finatic,1,05,14,86,31,186,16,1003,40,74,0,10,0.427892568,10285,6755154
151,gonodactylus,1,05,33,83,84,138,12,1018,67,75,0,7,0.052570715,188597,4759322
151,kjhurme,1,05,50,89,76,108,15,1015,71,85,2.1,9,0.93388925,5420,1569261
151,pmk00001,1,05,91,72,86,124,7,1017,61,66,0.9,7,0.966272417,204678,6604996
151,quiggifur,6,05,60,81,92,171,6,1015,70,78,8.1,7,0.957253556,505122,6563597.5
151,reallifeecology,1,05,20,79,80,275,4,1018,63,71,1.2,9,0.357976839,15723,6451315
152,aaronramon,1,05,70,81,85,161,12,1015,69,76,0.2,7,0.330624294,62176,3435543
152,andyk,1,06,41,81,68,114,12,1015,67,79,5.8,7,0.519638647,30829,6483983
152,arielt,1,05,39,82,78,151,5,1014,67,75,0.2,7,0.271756375,242423,3347132
152,catbriar,1,06,18,72,64,284,8,1018,49,64,0.5,9,0.533047043,514957,6751891
152,jyatestu,2,05,34,87,61,282,10,1013,58,75,0,8,0.2716423,142612,3409927.5
152,koinpro,1,05,14,84,61,90,8,1017,55,72,0,10,0.290400324,284003,6848987
152,maadas,1,05,17,88,70,143,5,1017,63,76,0,9,0.331057731,470294,6240648
152,mikef,1,06,13,84,76,95,11,1016,62,74,0,10,0.985273983,100035,1574716
152,sdz456,1,06,33,63,60,262,13,1012,46,61,1.2,10,0.535372467,67685,6504005
152,smpvolunteer-jcannon,1,06,1,67,60,299,10,1018,47,62,0,8,0.522316646,313678,6905674
153,dawgler2,1,06,0,52,54,112,9,1011,32,48,0,10,0.646871495,80397,7995094
153,ejohnson15,1,06,16,83,67,68,5,1017,61,74,0,10,0.646884808,633935,8004600
153,fero,1,06,0,76,61,317,7,1018,46,66,0,10,0.604565836,386722,6611855
153,flabellare223,1,06,51,83,73,138,14,1015,59,72,3.2,10,0.214395207,359145,4480987
153,gonodactylus,1,06,12,75,70,170,24,1017,53,64,0,10,0.998119782,188597,4513526
153,jeremymaikoetter,2,06,4,90,66,183,9,1014,65,83,0,10,0.997923457,69593,1579787.5
153,madcap3693,1,06,41,81,87,207,12,1012,62,69,8.2,7,0.32326941,135019,6162302
153,quiggifur,8,10,35.375,87.25,71.25,169,6.25,1014.5,65.5,78.375,0.6875,9.875,0.341101847,505122,6565794
154,ajneevel,2,06,19,67,82,282,18,1012,53,59,0,10,0.315752949,41116,717079.5
154,andrew_tbc_taylor,1,06,65,76,85,110,8,1011,67,72,7.5,8,0.711585792,637943,8016842
154,billarbon,1,06,3,87,69,176,17,1012,65,79,0,10,0.986006461,542677,7527452
154,brendabass444,1,06,0,79,68,250,5,1016,58,72,0,10,0.67587665,554326,7276642
154,flabellare223,1,06,76,82,85,177,10,1012,63,70,12.1,9,0.12903928,359145,4480991
154,heatherbumbleb,1,06,31,65,58,326,7,1018,41,57,1.1,8,0.727965483,185157,6509913
154,hopewren,5,06,19,67,82,282,18,1012,53,59,0,10,0.316025564,35205,715390.8
154,jeffperry,1,06,40,90,77,265,5,1018,67,79,2,9,0.326617728,288697,3882312
154,jeffreyjenkerson,1,06,50,85,78,111,8,1011,70,79,8.2,7,0.731396608,444793,6513162
154,madcap3693,1,06,34,61,67,321,13,1015,42,55,0.6,9,0.726191018,135019,6500086
154,nick_dubin,1,06,33,70,56,305,13,1014,48,65,1,10,0.707059756,498639,6512450
154,quiggifur,3,06,40.66666667,81.66666667,77.33333333,122.3333333,4.666666667,1016,66.33333333,75.66666667,4.566666667,10,0.705460356,505122,6566065.667
154,toddnoel91,1,06,20,73,71,175,20,1017,51,63,0.3,10,0.996562222,20708,1589588
155,emmahollowell,1,06,26,77,66,264,13,1008,59,69,3.5,9,0.792800757,483629,6494153
155,gauciemi,4,06,26,77,66,264,13,1008,59,69,3.5,9,0.789039026,498397,6492573.25
155,joeeggy30,1,06,19,80,57,250,10,1014,50,66,0,10,0.968867296,159449,6624981
155,kjelvikm,1,06,26,77,66,264,13,1008,59,69,3.5,9,0.790505038,499089,6492885
155,lex52914mp5,1,06,0,74,42,34,13,1006,38,64,0,10,0.810154771,612778,9147217
155,moenicoleosborn,1,06,33,79,80,144,9,1012,69,75,9.2,6,0.745711949,69145,6502023
155,muir,1,06,14,82,52,242,8,1019,52,73,0,10,0.086865318,1000,20243
155,richardmallett,1,06,30,85,79,136,9,1015,70,79,0,8,0.818870595,440434,6501541
155,tallastro,1,06,18,83,73,197,5,1014,65,75,2.1,10,0.789905547,256327,6521256
155,tripp1978,1,06,51,75,65,285,8,1016,55,68,0,10,0.027663531,253432,3398145
156,baycop,1,06,6,85,66,194,6,1012,61,76,0.4,10,0.824061258,403591,6502322
156,bryanbrasmussen,4,06,0,88,36,113,9,1007,55,84,0,10,0.871811844,108698,6680022
156,dhalter,1,06,43,81,81,133,8,1013,67,73,0.9,6,0.004985425,100139,4945650
156,jmaley,1,06,0,88,36,113,9,1007,55,84,0,10,0.874165933,210826,6557191
156,kestrel,1,06,14,74,81,221,10,1009,56,67,0,8,0.893329982,2692,1595446
156,laneallen,2,06,1,70,56,77,6,1018,43,62,0,9,0.884623473,748635,9503001.5
156,littlewhitbit,3,06,0,88,36,113,9,1007,55,84,0,10,0.874820928,415725,6718249
156,nr_travis,1,06,25,68,78,349,14,1006,57,65,4.1,8,0.859207627,490510,6520790
156,snakeinmypocket,1,06,0,66,64,267,9,1014,55,66,0,10,0.071834461,14811,289591
156,tripp1978,1,06,88,74,86,114,19,1013,63,69,8.2,8,0.004987608,253432,3380203
157,allenmegan218,1,06,70,57,85,71,9,1012,47,52,1.6,4,0.331828922,255202,3404372
157,aodell,1,06,7,58,69,122,14,1017,45,55,0,10,0.926359989,478954,6533581
157,backcountrychronicles,1,06,16,91,42,44,8,1014,43,75,0,10,0.803477033,43456,7880215
157,benlabay,1,06,11,99,54,142,29,1009,67,91,0,10,0.583944644,10602,720650
157,cmeckerman,1,06,5,76,59,111,8,1018,51,67,0.1,10,0.933896682,256619,6551318
157,sciteacherjenn,1,06,28,83,74,233,10,1009,71,80,23,8,0.935219586,512389,6709378
157,tikaani,1,06,30,58,59,176,11,1012,32,47,0.3,9,0.608504505,4442,804290
157,tortuga_rapido,6,06,79,61,74,332,20,1011,52,60,3.2,10,0.924184353,10162,6589679.667
158,adkbrookie,1,06,13,77,59,200,8,1020,41,63,0,10,0.739379741,105811,1606342
158,chinquapin,2,06,38,84,76,232,5,1012,59,72,0.1,6,0.040947903,300377,3853917
158,erikamitchell,1,06,38,68,72,347,6,1014,47,57,0.1,6,0.971751002,12158,6548646
159,dakota6,1,06,11,76,62,292,13,1008,52,69,0,10,0.094656153,250176,3490564
159,firewolfspirit,1,06,68,93,83,88,6,1011,73,86,4.1,6,0.087455095,521211,6865012
159,laneallen,1,06,14,72,70,241,6,1012,53,64,5.1,9,0.992235176,748635,9503277
159,suechrostek,1,06,23,63,67,228,8,1012,48,59,0.9,10,0.991411265,467647,6562420
159,trcarlisle,1,06,14,78,69,114,8,1018,51,68,2.2,10,0.64659096,81949,1681617
160,benzintr,2,06,38,71,77,285,15,1009,54,65,2,7,0.48591684,79060,1615494
160,grant12,1,06,31,82,66,296,13,1008,55,70,0.1,8,0.113119594,295587,3839051
160,hunter27,1,06,0,81,68,228,3,1013,61,75,0,10,0.99787022,500904,6572198
160,jyatestu,1,06,61,67,68,268,17,1002,48,59,8.3,9,0.158074042,142612,3409634
160,kylefitzroy,3,06,0,69,59,293,16,1010,46,61,0,10,0.164417545,165609,3437960
160,philipmarkosso,1,06,47,68,79,51,13,1016,49,57,0.2,9,0.011023538,662120,9310661
160,treedogff,1,06,30,74,71,335,4,1014,53,64,0,8,0.997954147,474731,6566533
161,aaronramon,1,06,15,87,64,157,15,1012,65,81,3.9,9,0.98119914,62176,6603761
161,anudibranchmom,1,06,52,92,52,93,6,1014,64,86,0,10,0.253146707,26610,3464899
161,daniel112,1,06,22,88,64,169,18,1011,65,80,0.2,10,0.983914918,284401,6583703
161,gunnarb,4,06,1.25,77.25,56.25,291.75,10.25,1016,45,62,0,10,0.261175891,256245,3426830.25
161,jalemon,1,06,19,83,77,229,11,1009,57,70,5.3,7,0.365551458,79051,1644106
161,jokurtz,2,06,16,87,62,250,21,1011,58,73,0,10,0.684378673,267179,3636160
161,jonwbecker,1,06,0,81,64,175,5,1013,58,74,0,10,0.996138015,60934,6674267
161,kylefitzroy,1,06,3,77,55,290,11,1016,45,63,0,10,0.250814071,165609,3438048
161,psweet,2,06,2,88,59,226,18,1013,57,74,0,10,0.667761845,216168,4329455
161,quiggifur,22,05,6.045454545,83.54545455,66.54545455,202.0909091,6.636363636,1015.909091,60.45454545,74.68181818,0.254545455,10,0.953441978,505122,6579220.591
161,rpshane,3,06,1.333333333,77.33333333,56.33333333,291.6666667,10.33333333,1016,45,62,0,10,0.26073811,109334,3422657
161,troutbum1374,3,06,8,84,73,223,13,1011,59,73,0,10,0.361932515,114381,1731544
162,cosmiccat,1,06,20,86,70,166,12,1014,67,79,0,8,0.952268356,34728,6600417
162,jansonjones,1,06,96,83,92,240,9,1018,76,86,24.8,7,0.356200696,4045,6527168
162,jokurtz,2,06,16,87,62,250,21,1011,58,73,0,10,0.630385056,267179,3636162
162,mfria631,1,06,0,95,61,227,9,1015,67,88,0,10,0.089477287,318214,4031499
162,msmalter,1,06,0,86,57,199,15,1012,58,75,0,10,0.979051714,544700,7183025
162,nv_multispeciesfishing,2,12,15.5,88.5,58.5,167,5,1020,59.5,77,0,9.5,0.647969501,535133,7089166
162,pmpalmer,1,06,21,81,85,126,8,1015,70,76,3.1,8,0.955326881,393953,6595097
163,andrew_tbc_taylor,1,06,15,88,61,179,25,1009,64,82,0,10,0.94211869,637943,8016895
163,ben64,10,06,19,85,64,246,11,1017,63,78,0.3,9,0.912546959,295161,6611808.3
163,chelsea10,1,06,42,93,67,183,4,1019,70,88,3,10,0.431466022,249408,3647025
163,colindjones,1,06,0,83,64,259,9,1017,62,76,0,8,0.903524476,18062,6615682
163,erikamitchell,1,06,38,81,67,263,10,1012,62,75,1.9,8,0.910616033,12158,6617317
163,gordon_dietzman,1,06,27,70,65,123,13,1019,46,59,0,10,0.876781246,265027,8686153
163,gunnarb,1,06,1,91,66,269,11,1016,62,80,0,10,0.429849904,256245,3439315
163,isea,1,06,31,65,76,303,14,1011,58,66,6.7,9,0.91249918,426202,6607796
163,jokurtz,3,10,39.66666667,73,69,282,19.33333333,1015.333333,51,62.66666667,0,10,0.751463719,267179,3636145
163,lily_ob28,1,06,0,92,62,239,12,1014,64,83,0,10,0.915336235,348978,6606868
163,mikaelb,1,06,61,91,83,152,16,1016,72,84,0.2,8,0.449378343,9685,3452781
163,nv_multispeciesfishing,1,06,0,95,61,237,8,1018,66,86,0,10,0.447846745,535133,7095117
163,rcurtis,1,06,17,92,63,261,21,1012,67,85,0.8,10,0.437879396,4860,3441880
163,wgsflyfish,1,06,22,95,77,166,10,1011,73,90,3.4,8,0.176244375,454405,5824799
164,annikaml,1,06,55,91,79,160,22,1010,73,86,1.7,10,0.090021033,24973,1662325
164,ernestkeeley,1,06,49,54,78,249,29,1010,43,48,9.4,9,0.845473952,255738,6624602
164,fishesoftexas,19,06,9.157894737,90,56.84210526,172.3157895,20.26315789,1010.368421,62.73684211,82,0,10,0.840978533,10601,6839840
164,nv_multispeciesfishing,1,06,55,90,63,123,3,1020,65,81,0,10,0.892491987,535133,7082941
164,suechrostek,2,06,23,67,70,85,12,1015,54,65,3.9,10,0.835014807,467647,6633947
165,alderash,1,06,20,95,56,104,6,1013,61,85,2.1,10,0.058828458,89890,1631686
165,fishesoftexas,25,06,24.44,91.28,61.28,176.68,20.64,1011,65.48,83.28,0.024,10,0.786786318,10601,6855493.76
165,jokurtz,1,06,65,76,72,75,9,1016,58,68,20,9,0.809730768,267179,6734774
165,mjeklass,1,06,0,65,39,269,19,1013,27,53,0,10,0.756594871,40944,6666832
165,musicwolf,1,06,20,91,78,52,6,1014,71,84,3.1,9,0.97617865,14571,737432
165,rivermalisha,1,06,0,81,34,52,11,1013,36,69,0,10,0.043871997,105848,1754394
165,sarahroberts,1,06,55,92,74,155,23,1010,72,89,1.6,9,0.044603793,38701,1631851
165,sdz456,1,06,0,74,55,232,10,1018,48,66,0,10,0.761942036,67685,6738591
165,skrentnyjeff,1,06,9,88,66,201,12,1012,69,84,3.2,10,0.822320861,257635,6662960
166,aaronramon,1,06,58,90,65,181,17,1013,70,85,0.3,10,0.746441801,62176,6762690
166,bugmaster13000,1,06,16,88,67,181,16,1010,65,81,3.1,10,0.694823664,506303,6667478
166,ccorr,1,06,14,74,47,258,14,1014,44,63,0,10,0.674230385,478602,6195661
166,chaz,1,06,23,62,41,224,12,1013,28,50,0,10,0.659030717,257379,3502936
166,dchernack,1,06,10,80,53,321,9,1012,48,67,0,10,0.719631599,191651,4385521
166,donquixote,1,06,48,92,73,199,8,1014,72,86,0.1,6,0.664026444,77664,6830080
166,eknuth,1,06,68,87,72,125,14,1012,63,75,3.9,10,0.658751057,199809,3453826
166,fishesoftexas,8,06,54,86.5,79,194.25,11.5,1012,73,85.5,1.3,9.75,0.733780627,10601,3971332.5
166,jwhittle,1,06,4,70,61,340,9,1018,42,61,0,10,0.334358036,3518,301781
166,kylefitzroy,1,06,52,79,68,120,9,1015,61,72,0,10,0.678637978,165609,6674102
166,loriannkayaker,2,06,13,94,58,93,6,1013,62,82,0.3,10,0.726314863,263819,3514941
166,plutoniumidae_cade,1,06,20,87,78,300,8,1019,65,80,2.9,9,0.024857296,401931,5110078
167,allenratzlaff,2,06,83,79,87,247,4,1014,68,74,16.9,9,0.790373705,28545,3463859
167,birdnerdjosh,1,06,87,67,82,191,14,1013,56,61,23.3,7,0.594539599,248298,6679343
167,brunodurand,1,06,47,72,60,315,12,1024,51,65,0.2,9,0.597471173,270285,6860839
167,damontighe,1,06,94,58,85,192,15,1020,50,55,1.9,8,0.654991014,3494,6714808
167,dgill89,1,06,75,81,81,161,6,1013,69,77,8.7,7,0.567661628,492610,6687920
167,donquixote,1,06,36,92,74,205,10,1012,72,87,0.1,7,0.563964135,77664,6830023
167,dpom,3,06,53,91,78,236,15,1005,68,81,6,10,0.806585584,16101,3463205.333
167,fishesoftexas,18,06,45,92.33333333,78.66666667,211,12.66666667,1013,74,88.66666667,0.166666667,9.666666667,0.807756653,10601,3991075.056
167,jokurtz,1,06,57,79,74,240,10,1009,62,73,6.6,10,0.633996527,267179,6734552
167,laurenkiebler,2,06,89,79,79,154,5,1012,67,75,7.1,8,0.565874917,292275,6683712
167,walkingstick2,2,06,0,95,59,190,17,1009,69,90,0,10,0.575150018,448026,6686249.5
168,aaronramon,1,06,64,89,84,198,22,1010,74,87,35.8,6,0.016676254,62176,1650229
